M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56
4.27350427350427,137.32,5.86840684490974,13.1,3.9,114.1886,4.77072059242381,5,1261,1661,2104,3061,4002,700,586,42,30,85202,10977,1566,51088,14044,670,0,148132,12089,4,0,84915,55968,24653,206,720,6,381,753,2228,57379,24653,206,720,6,910,1041,84915,18056,10849,11111,5026,84915,82687,32810,7063,1724980619.14063,180222.794756385,117
0,114.23,0,39.6,7.4,55.7543,0,0,0,0,0,0,0,0,0,0,0,7879,2116,123,32691,0,0,0,440756,0,0,0,7939,4451,3343,36,0,0,0,8,101,4516,3379,36,0,0,0,8,7939,1171,1284,1231,412,7939,7838,3152,689,1087434399.47656,189553.842735485,9
9.47368421052632,334.98,31.7348377997179,15.3,5.1,75.5508,9.59214501510574,9,1022,885,980,1638,1870,124,128,9,3,28360,4277,684,42792,55608,5334,0,494252,6395,0,0,28612,27435,148,139,141,20,0,347,382,27720,149,152,141,20,31,399,28612,4390,3153,2900,2887,28612,28230,11774,3508,3085285901.58984,347752.236499658,95
4.0650406504065,548.54,22.2985327565446,22,6,72.9696,4.33039114655675,5,281,327,605,808,1278,40,40,7,1,22423,4853,562,42785,44638,1933,0,440756,3299,0,0,22550,10618,10952,5,61,0,7,204,703,10934,10958,5,68,0,351,234,22550,4916,2929,2810,1213,22550,21847,8596,2086,3086758638.74609,295023.747162246,123
2.08333333333333,39.19,0.816379845214381,14.4,4.2,80.8724,7.15771442554753,1,3716,3444,4014,5680,7664,518,496,42,12,122492,17156,2505,49244,73557,5265,0,419407,24518,0,0,123842,117242,1956,39,866,55,149,2027,1508,118279,2008,42,866,55,462,2130,123842,20955,14369,14857,11174,123842,122334,49143,13344,2362015040.09375,260396.922268414,48
8.33333333333333,217.94,18.1620050853614,11,2.4,85.2491,2.70020142631608,1,271,162,295,274,372,25,25,4,1,5506,589,76,51210,18369,496,0,139526,1374,0,0,5637,5461,2,4,26,0,0,107,37,5478,20,4,26,0,0,109,5637,897,603,502,728,5637,5600,2261,646,2057861342.79688,194083.011700469,12
0,32.51,0,8.7,1.9,95.433,2.2960229602296,0,97,90,140,154,161,23,23,4,0,3076,264,31,62270,2439,56,0,67340,642,0,0,3195,2981,1,23,0,0,0,17,173,3079,1,37,0,0,44,34,3195,664,378,344,327,3195,3022,1167,315,6287020512.32422,341451.739691763,1
0,152.76,0,8.7,1.9,94.4582,2.2960229602296,0,281,141,161,192,357,25,25,4,1,5237,440,55,61634,2439,56,0,67340,1132,0,0,5361,5075,38,12,42,0,0,97,97,5153,38,12,42,0,19,97,5361,941,591,488,583,5361,5264,2209,549,4711918093.54688,280192.115511934,8
0,30.11,0,14.8,4.1,103.9606,1.65844491425887,0,1188,1297,2278,3098,3757,54,52,6,2,53140,7779,952,54440,21285,353,0,409630,11618,1,0,52897,49154,1282,138,381,16,7,979,940,49726,1282,138,402,16,174,1159,52897,8003,5957,5454,4763,52897,51957,21865,6855,1560940510.26563,229972.968344517,16
0,25.14,0,9.5,2.2,91.8659,1.17837338262477,0,171,137,150,193,184,20,22,4,0,3977,370,49,54866,12984,153,0,90421,835,0,0,3734,3335,2,0,10,0,0,18,369,3703,2,0,10,0,1,18,3734,651,389,337,458,3734,3365,1522,377,4026259382.34766,259446.62554675,1
1.16279069767442,125.27,1.45666423889293,12,3.8,107.1344,1.65844491425887,3,1720,1749,3246,3946,6835,337,301,21,5,205950,24251,3187,56102,21285,353,0,409630,17496,7,0,196387,125395,37580,972,4325,689,769,7174,19483,139288,39308,1109,4467,747,2961,8507,196387,45358,29928,37827,6715,196387,176904,65778,10781,2183794570.63281,215140.995088311,258
20,60.58,12.1168060099358,24.1,4.8,69.7922,4.53667953667954,1,213,256,373,509,675,25,25,4,2,8253,1975,155,33085,7252,329,0,180646,2026,0,0,8373,4179,122,114,63,19,23,72,3781,7551,128,157,90,19,316,112,8373,1665,774,919,842,8373,4592,2989,1184,11174056826.6094,544205.204560251,5
9.09090909090909,55.51,5.04668180671209,23.9,5.9,72.1732,0,1,0,0,0,0,0,0,0,0,0,19815,4649,402,37468,0,0,0,178638,0,0,0,19819,13486,535,3126,13,0,0,2125,534,13847,535,3149,13,22,46,2207,19819,3283,2116,1978,2102,19819,19285,7561,2779,2781555489.80469,261358.475304569,11
0,0,0,11.3,3.3,82.1563,1.20606478290834,0,255,272,356,530,632,37,37,6,0,13006,1453,204,58644,8706,105,0,200626,2045,0,0,12733,10571,0,146,118,13,20,203,1662,11219,5,150,118,13,1002,226,12733,3304,1663,1308,883,12733,11071,4413,1162,29420940599.7227,742144.020574151,0
2.35294117647059,319.25,7.51173708920188,15.5,6.1,88.9371,9.59214501510574,2,561,546,1024,1352,1808,24,24,4,0,26625,4070,760,50374,55608,5334,0,494252,5291,0,0,26417,21626,275,243,59,0,8,293,3913,24991,287,288,64,1,383,403,26417,5040,3302,2645,2131,26417,22504,10139,3160,2701820022.05078,203107.999654608,85
0,114.96,0,9.1,6,91.1857,2.4330900243309,0,198,177,269,508,798,25,25,4,2,13918,1244,422,68309,411,10,0,46363,1950,0,0,13804,8838,103,1934,1025,5,60,1138,701,9219,103,2013,1062,5,143,1259,13804,2553,1671,1860,644,13804,13103,5770,1306,39616903417.8672,5369679.45410426,16
0,0,0,13.6,3,76.9974,2.2925411688731,0,161,133,147,165,191,18,21,4,0,2871,378,38,44774,9291,213,0,84488,797,0,0,2881,2744,4,26,4,0,0,22,81,2817,4,26,4,0,7,23,2881,462,259,282,441,2881,2800,1081,356,3926936336.67969,250742.096974584,0
0,9.32,0,16.2,3.6,83.3199,5.37609238451935,0,771,643,1100,1209,1852,86,52,8,3,32201,4965,523,45336,12816,689,0,165521,5575,0,0,31549,29594,299,323,39,16,0,521,757,30117,299,336,158,16,29,594,31549,5864,5481,3406,2514,31549,30792,11223,3061,2656535888.30078,215275.070766291,3
0,31.57,0,14.2,6.2,78.7821,4.44683568666562,0,1243,848,1090,1623,2135,87,43,5,2,34844,4559,951,51258,114306,5083,0,803973,6939,0,0,35418,32549,1315,87,49,10,0,365,1043,33391,1317,116,49,23,120,402,35418,5748,4082,4203,3181,35418,34375,14446,3758,3953605798.21875,263343.833795939,11
5.54156171284635,638.37,35.3754622929731,25.2,5.4,84.3048,7.07327843728083,22,1027,962,1828,2193,2993,186,160,7,3,62190,15378,1287,40484,38497,2723,0,347647,9003,2,4,62568,48422,11109,20,42,10,116,1289,1560,49471,11139,20,42,10,544,1342,62568,13759,7993,8404,3817,62568,61008,23409,5186,2292050194.29297,270171.135777767,397
0,0,0,13.9,2.4,103.7697,5.16936908010917,0,95,96,120,177,220,15,15,3,0,3656,505,45,53871,6229,322,0,178638,708,0,0,3708,3111,17,101,0,0,0,218,261,3287,17,110,0,0,68,226,3708,819,423,385,311,3708,3447,1373,397,4511649851.23438,326188.555663174,0
7.69230769230769,82.56,6.35055038103302,18.3,5.9,95.6783,4.40674231574309,3,1305,951,1612,2432,2602,455,438,38,16,47240,8229,1071,48020,9077,400,0,182101,8902,0,0,48091,44813,1202,47,133,15,0,1031,850,45435,1234,47,133,15,124,1103,48091,8419,5376,5836,3868,48091,47241,19558,5034,682836258.507813,123836.159179035,39
3.84615384615385,42.68,1.64168568285916,15.2,3,100.9111,5.16936908010917,1,1380,1371,1736,2390,2905,436,349,34,9,60913,9001,832,52387,6229,322,0,178638,9782,0,0,62190,46693,2529,1108,582,609,0,3112,7557,51146,2570,1224,582,609,2550,3509,62190,13820,7869,8527,4487,62190,54633,22192,5295,4244111044.35547,261866.762205848,26
2.66666666666667,667.62,17.8030977390066,26,6.7,70.941,4.77072059242381,2,235,296,455,571,871,35,25,4,0,11234,2885,275,31739,14044,670,0,148132,2428,1,0,11495,4337,7036,0,20,0,0,68,34,4360,7036,0,20,0,11,68,11495,1942,1419,1143,986,11495,11461,4563,1442,1464588364.38672,181914.293149074,75
2.53164556962025,184.87,4.68022371469356,10.8,3.4,112.7573,3.38738160218334,2,792,882,1896,2264,2479,50,50,9,1,42733,4555,700,60801,24916,844,0,364156,8313,3,0,41991,35562,2305,156,292,0,30,850,2796,37492,2305,156,292,0,844,902,41991,7249,4834,3957,3570,41991,39195,17638,4743,1055789967.01563,178393.386653052,79
0,43.35,0,17.3,6.3,88.3345,0,0,0,0,0,0,0,0,0,0,0,66893,11425,1916,53559,0,0,0,855674,0,1,0,67046,26032,1003,101,671,30,7,719,38483,61920,1124,177,693,43,1407,1682,67046,15093,9217,8923,3864,67046,28563,24190,5759,2350735041.01563,388905.07593951,29
4.72972972972973,1152.56,54.5128884043299,22.1,5.5,80.0044,3.63647704590818,7,295,262,680,771,876,25,25,4,0,12841,2806,260,39907,16032,583,0,195794,2884,1,0,13075,7370,5570,9,13,0,5,35,73,7420,5590,9,13,0,8,35,13075,2138,1501,1326,1237,13075,13002,5226,1647,3327550049.23438,323608.879679608,148
0,53.82,0,22.5,3.9,81.1118,1.65844491425887,0,664,841,1334,1789,2301,125,100,8,3,40878,9025,661,42475,21285,353,0,409630,6929,1,0,40454,34601,569,134,234,115,17,1172,3612,37141,603,141,241,119,873,1336,40454,7927,4806,4814,2839,40454,36842,15978,4090,1706899591.24609,194962.040056446,22
0,0,0,9.4,3.5,95.4119,1.20606478290834,0,3543,3266,4486,7061,9529,593,457,101,9,256359,23839,4375,68106,8706,105,0,200626,27885,0,0,247731,189127,2509,1365,2687,626,98,6285,45034,220647,2700,1712,2725,711,10680,8556,247731,59712,35420,38040,11295,247731,202697,86674,16590,3026804120.83984,356700.630529584,0
0,6.12,0,13.5,3.6,90.7472,3.53430353430353,0,253,313,436,632,715,49,49,6,2,16347,2151,274,50136,481,17,0,35643,2349,0,0,16439,11459,37,3705,67,0,18,560,593,11593,37,3933,75,0,203,598,16439,3840,2360,2175,1002,16439,15846,5715,1347,17277222689.1641,616565.757434084,1
0,13.86,0,12.3,3.7,89.0932,2.70062519216972,0,762,1029,1645,1770,2212,27,25,4,2,21646,2628,313,54019,58542,1581,0,855674,7418,0,0,20640,17880,26,28,82,0,0,511,2113,19270,30,183,82,0,383,692,20640,2493,1585,1804,3436,20640,18527,7340,3982,3394688915.28906,272562.072199665,3
0,131.23,0,14.4,3.1,65.1545,0,0,0,0,0,0,0,0,0,0,0,762,109,16,46878,0,0,0,159420,0,0,0,544,489,0,7,0,0,0,0,48,537,0,7,0,0,0,0,544,59,21,82,51,544,496,230,101,1612416756.14453,204369.126211285,1
0,58.49,0,11.8,5.4,80.4036,4.44683568666562,0,493,482,640,742,1155,63,25,4,2,18807,2052,470,52313,114306,5083,0,803973,3512,0,0,19088,16821,1083,14,137,13,3,349,668,17341,1100,14,137,13,76,407,19088,3123,2164,2562,1615,19088,18420,7727,1897,1913634396.61328,209517.394468392,11
1.5625,86.83,1.35679687394,20.7,2.9,80.9235,2.2925411688731,1,1007,654,1212,1503,2102,163,99,10,2,73703,13273,1022,47057,9291,213,0,84488,6478,1,0,75296,57609,4658,232,3733,172,114,2546,6232,61926,4751,330,3752,172,1236,3129,75296,10695,26759,13717,2873,75296,69064,17647,3605,2694362012.18359,337573.87544897,64
11.634382566586,655.97,76.3182367231284,8.2,3.3,141.8061,9.59214501510574,961,26314,23007,32471,50237,66853,4386,3797,390,114,1259201,102052,22462,80319,55608,5334,0,494252,198882,20,3,1250843,904717,170007,2616,89956,259,1983,31248,50057,941026,171098,3302,90212,323,9911,34971,1250843,218760,153897,160104,81792,1250843,1200786,519200,117090,4347048125.51953,264272.538801988,8260
21.7391304347826,24.85,5.4011428818338,9.5,3.7,114.0378,9.59214501510574,5,2493,2011,2383,4044,5925,425,409,20,8,92573,8656,1811,64591,55608,5334,0,494252,16856,0,0,91746,84929,960,939,530,37,107,1660,2584,86964,982,997,530,44,394,1835,91746,15496,10149,11901,6887,91746,89162,37344,9969,2510620890.78906,313027.507831929,23
0,59.19,0,13,3.9,82.0147,1.14649681528662,0,238,162,368,345,684,25,25,4,1,6758,850,116,46782,4710,54,0,38006,1797,0,0,6774,5750,21,385,91,0,2,250,275,5879,21,430,91,0,103,250,6774,958,648,533,768,6774,6499,2838,1029,8541319764.26172,380162.93637703,4
0,9.05,0,18,4.3,73.287,4.40674231574309,0,251,268,376,605,685,35,25,4,2,11049,1961,218,36782,9077,400,0,182101,2185,0,0,11023,10415,143,310,9,0,0,94,52,10467,143,310,9,0,0,94,11023,1922,1149,1226,895,11023,10971,4541,1290,1182896646.42578,156189.304581556,1
0,418.52,0,11.9,4.2,88.6458,1.62790697674419,0,191,157,371,422,545,18,18,3,2,7885,918,172,55190,860,14,0,21502,1686,0,0,8129,6666,1,29,0,0,13,267,1153,7293,1,52,0,0,445,338,8129,1479,988,783,719,8129,6976,3193,967,11193313864.5938,529956.912317452,33
0,144.45,0,12.3,2.9,65.1777,3.18268776864022,0,825,545,858,1244,1600,132,132,18,0,24922,2937,342,47319,40249,1281,0,277491,5072,0,0,24452,19822,2790,60,350,0,36,665,729,20387,2853,71,350,0,82,709,24452,3867,3009,3219,2228,24452,23723,9285,2844,83522293.40625,38448.8405106176,36
2.04081632653061,205.33,4.19041233657392,13,2.2,93.3002,3.00111152278622,1,522,385,454,695,1167,25,31,6,2,23864,3046,262,51804,2699,81,0,43017,3223,21,0,23615,16532,46,281,138,17,0,184,6417,21998,46,281,138,24,844,284,23615,6366,3344,2818,1361,23615,17198,7864,1862,12219358178.3633,486743.474953216,49
2.46575342465753,176.99,4.3640807063992,9,3,118.7211,3.79036031820309,9,5112,4626,6433,9494,13453,229,206,14,6,206229,18133,3455,65984,2137,81,0,45617,39118,6,0,203102,191614,1674,845,2597,31,121,2842,3378,194369,1823,845,2606,31,341,3087,203102,31794,22857,23678,16171,203102,199724,85655,22947,4982756451.22656,657520.166565454,365
0,51.84,0,13.8,3.8,94.739,1.65844491425887,0,1057,1476,1526,2794,3459,58,58,6,2,54012,7241,917,49611,21285,353,0,409630,10312,0,0,53247,49176,961,64,293,0,0,845,1908,50837,961,64,302,11,214,858,53247,8753,7008,5823,4059,53247,51339,21351,6253,1247630375.92578,215394.010469336,28
5.69948186528497,372.42,21.2260965208498,10.4,8,71.3395,4.93980133407678,11,1546,2044,2498,3448,4303,40,32,6,3,51823,5300,2050,59266,48423,2392,0,262055,13839,-1,0,51564,41292,6692,100,657,32,28,998,1765,42778,6754,109,685,54,142,1042,51564,7377,5038,4961,6088,51564,49799,20349,7751,2011223656.72266,742377.553344836,193
5.29383773495123,1196.66,63.3492536888484,16.1,5.6,100,5.29383773495123,445,10956,9347,14489,20821,26099,4098,3090,407,103,702455,107806,22470,82533,8406,445,0,42697,81712,72,5,684498,248057,315281,1314,26278,280,2648,15864,74776,280469,321317,1993,26718,340,33518,20143,684498,105983,91534,159716,34792,684498,609722,245553,46920,266461094.84375,110398.75828696,8406
0,27.64,0,16.3,2.6,92.1235,5.16936908010917,0,457,294,571,754,898,62,34,6,3,21709,3202,296,47825,6229,322,0,178638,2974,0,0,22621,17068,853,414,180,8,39,786,3273,18953,863,430,180,8,1112,1075,22621,4885,2813,3434,1322,22621,19348,8515,1652,3519410818.76563,275130.205805379,6
6.25,29.11,1.81907481854729,11.3,3.3,70.9711,0,1,0,0,0,0,0,0,0,0,0,54973,6132,871,51525,0,0,0,277491,0,1,0,55170,44142,7898,76,456,0,57,1243,1298,45008,7904,76,456,7,389,1330,55170,8912,6533,7222,4493,55170,53872,21947,6063,2072247819.95703,259798.397452245,16
1.01010101010101,794.86,8.02890405459655,18.7,6,90.5454,4.77072059242381,1,198,303,374,578,714,25,25,4,0,12455,2329,274,40510,14044,670,0,148132,2167,2,0,12630,8235,4193,10,16,0,0,97,79,8259,4193,10,16,0,55,97,12630,2577,1627,1306,875,12630,12551,4953,1292,1558431812.94141,174447.400972309,99
10.777058279371,502.91,54.1987769220212,18.7,5.3,85.2373,6.11262298513712,233,9525,7388,11117,14326,24118,3434,2168,261,61,429899,78398,10992,47865,33439,2044,0,349725,66474,10,4,432379,297943,80556,895,7355,117,1108,14195,30210,311698,81735,1194,7758,148,9973,19873,432379,83398,57213,60205,28030,432379,402169,165089,38444,1605691498.27344,290438.583431834,2162
0,29.51,0,18.4,5.2,59.915,3.85452746165265,0,1375,1395,2580,3287,5304,62,50,8,5,64382,11689,1522,45086,101050,3895,0,1736894,13941,5,0,64148,45623,1426,2090,642,30,142,1365,12830,49463,1562,2426,661,30,8048,1958,64148,11007,6747,6973,5350,64148,51318,25480,8591,5726342255.54297,458841.253650982,19
0,91.13,0,21,4.6,67.4772,3.66518078256563,0,744,660,731,984,1782,49,44,8,3,30725,5774,575,42624,4038,148,0,116992,4901,0,0,30431,18699,308,234,375,21,19,600,10175,27106,350,341,390,21,1308,915,30431,6498,4217,4123,2135,30431,20256,10692,2766,48422720763.6992,1055281.50885965,28
0,0,0,15.5,3,93.5511,0,0,0,0,0,0,0,0,0,0,0,3515,544,69,70081,0,0,0,46363,0,0,0,3425,515,117,1322,878,25,0,222,346,605,144,1349,878,25,159,265,3425,380,408,493,90,3425,3079,1842,212,55553901017.7656,8032941.34106491,0
0,65.33,0,24.7,3.4,71.9228,5.16936908010917,0,129,171,219,318,394,18,25,4,0,6123,1473,88,37338,6229,322,0,178638,1231,1,0,6223,4862,80,396,2,0,1,237,645,5270,80,400,2,0,208,263,6223,1227,756,649,519,6223,5578,2360,712,2931291059.85547,288319.889717507,4
2.72727272727273,122.14,3.33096464736188,9.6,4.2,90.3471,8.0785828778102,3,2012,1843,2632,4414,5202,120,101,8,2,90064,8511,1823,61118,364965,29484,0,1811544,16103,0,0,90856,81906,2594,117,594,78,44,1645,3878,84701,2631,144,606,78,786,1910,90856,16137,10891,9861,6487,90856,86978,37864,9616,2977475454.62891,263645.187188669,110
0,192.31,0,10.3,2.8,101.8745,2.2925411688731,0,37,71,50,51,101,25,25,4,0,1560,159,22,59240,9291,213,0,84488,310,0,0,1642,1508,1,29,0,5,0,2,97,1590,1,29,0,5,15,2,1642,324,198,169,158,1642,1545,641,152,3038186433.51172,222076.410856196,3
0,451.21,0,11.2,2,101.2251,5.16936908010917,0,126,138,171,267,319,24,24,4,1,5319,588,60,52550,6229,322,0,178638,1021,0,0,5415,3962,14,100,0,0,0,94,1245,4348,14,100,0,0,848,105,5415,1120,667,543,435,5415,4170,2064,586,7346212399.17578,350626.029229638,24
0,46.8,0,15.3,4.1,73.7812,2.70062519216972,0,198,288,479,759,570,28,28,8,1,12820,1905,207,44735,58542,1581,0,855674,2294,0,0,12906,7583,1221,78,90,0,27,168,3739,10055,1257,160,90,0,1114,230,12906,2332,1652,1865,965,12906,9167,4763,1329,3701914300.29297,307112.472129792,6
8.15789473684211,127.18,10.3756139602212,5.5,2.9,149.7627,2.2925411688731,62,11123,8957,12376,18770,28352,1955,1519,262,23,597555,32334,9723,87087,9291,213,0,84488,79578,14,1,585502,469810,26671,1167,28582,163,492,14561,44056,505128,27360,1517,28749,245,5541,16962,585502,120721,71147,80527,32456,585502,541446,233529,47122,2053800691.82813,194611.320180063,760
4.54545454545455,213.95,9.72478848585043,48.4,6.2,55.8826,1.14649681528662,1,71,96,108,173,313,35,35,6,0,10283,4955,194,31876,4710,54,0,38006,761,2,1,10146,834,18,8219,154,0,0,484,437,949,18,8345,154,0,10,670,10146,3470,1717,1372,275,10146,9709,2826,486,6779739902.06641,348753.050705306,22
0,81.73,0,12.1,1.9,97.7155,5.16936908010917,0,112,109,209,201,285,18,18,3,0,4894,580,53,50728,6229,322,0,178638,916,0,0,4918,4062,8,101,32,0,5,357,353,4380,8,105,32,0,8,385,4918,1087,621,514,430,4918,4565,1780,486,3996711291.08203,263804.764982932,4
4.2456406368461,85.6,3.63406284981911,14.3,3.8,92.3256,3.85452746165265,56,26680,24482,33137,47654,70254,3295,3159,377,102,1540975,217138,26948,69475,101050,3895,0,1736894,202207,9,0,1510023,682500,144003,5469,231740,16335,6086,76865,347025,875793,149064,10340,235474,16715,115072,107565,1510023,302649,195091,234363,84299,1510023,1162998,575713,117908,4205298052.12891,401068.542658248,1319
2.77777777777778,194.17,5.39352507314968,18.8,4.8,71.3979,4.40589732872288,4,1347,2492,2977,4838,4616,99,99,10,5,74163,13697,1303,39578,52634,2319,0,934526,16270,0,0,72766,52092,11591,172,406,8,80,1230,7187,58172,11707,212,415,8,483,1769,72766,13030,7896,8120,6816,72766,65579,27450,9454,2844633803.73242,265678.003699857,144
16.6666666666667,17.54,2.92329279700655,9.7,3.7,93.4064,4.44683568666562,1,872,700,1093,1130,1961,133,133,10,2,34208,3277,716,60773,114306,5083,0,803973,5756,0,0,34174,32780,155,24,210,15,10,296,684,33240,179,24,210,15,198,308,34174,6715,4182,4486,2665,34174,33490,13035,3091,2064967720.70313,186293.577667828,6
4.54545454545455,83.66,3.8028597505324,17.4,4.1,71.7163,2.70062519216972,2,1039,1084,1581,1984,3087,385,343,10,4,52592,8623,863,43483,58542,1581,0,855674,8775,2,0,51903,31641,7008,270,180,43,0,906,11855,42247,7044,324,192,43,884,1169,51903,10983,7100,6056,3704,51903,40048,18989,5071,3822971554.02734,412217.845079686,44
7.69230769230769,289.16,22.2430922841184,27.4,5.7,78.5719,7.07327843728083,9,696,836,1215,1445,2459,94,92,6,2,40462,10158,876,37731,38497,2723,0,347647,6651,2,0,40882,26652,11713,356,220,69,22,1088,762,27130,11769,368,220,69,118,1208,40882,8123,4974,5587,2747,40882,40120,15547,3904,3068706231.14453,304854.232547841,117
1.34529147982063,789.44,10.6202209005947,37.1,5.5,74.0076,4.77072059242381,3,574,392,677,928,1058,25,25,4,2,28248,8417,503,33111,14044,670,0,148132,3629,2,1,27974,9829,15733,87,120,0,0,400,1805,10583,15929,143,120,0,554,645,27974,5595,3563,4535,1643,27974,26169,10652,1986,3434725234.41797,351676.371789974,223
1.55131264916468,395.04,6.12837532056117,19.5,17,74.6729,4.81579859106132,13,3463,5872,9039,9200,9855,456,447,42,7,212128,39648,16639,44116,17318,834,0,196266,37429,41,0,207829,65155,3569,1887,2419,99,61,2969,131670,155842,4498,2677,2734,128,36390,5560,207829,44532,32478,28730,18374,207829,76159,64660,19055,20274071152.582,668004.742653837,838
3.84615384615385,121.4,4.66933337483852,8.6,2.6,94.2036,3.27420726521686,3,1612,1272,1941,2546,3811,161,104,16,6,64249,5416,915,57256,16462,539,0,227402,11182,1,0,63596,58000,503,655,416,0,28,866,3128,60031,513,695,416,10,752,1179,63596,12079,7278,7600,4825,63596,60468,25457,6357,4172036540.22266,297495.884506403,78
0,126.26,0,12.6,2.4,92.7115,1.17837338262477,0,264,176,290,277,444,23,23,4,0,6336,788,85,55371,12984,153,0,90421,1451,0,0,6372,6071,45,9,10,0,0,34,203,6216,48,9,10,0,54,35,6372,1237,717,608,730,6372,6169,2359,721,4052169224.85547,260632.458436361,8
5.12820512820513,352.34,18.0684795374469,23.9,4.3,69.2124,4.33039114655675,2,213,298,372,540,716,49,55,6,2,11069,2361,176,40582,44638,1933,0,440756,2139,0,0,11295,6721,3908,17,10,0,4,172,463,7133,3929,17,10,0,29,177,11295,1444,1542,1684,883,11295,10832,4486,1256,913123620.568359,144300.537486838,39
8.95953757225434,528.6,47.360058665363,12.3,4.8,83.3851,7.15771442554753,31,1697,1566,2113,2998,3809,166,143,22,4,65456,7553,1595,50774,73557,5265,0,419407,12183,3,0,66220,61794,1165,82,740,26,22,624,1767,62838,1221,82,740,26,609,704,66220,9742,12616,6739,5376,66220,64453,24940,6807,2235776349.41406,223877.045933566,346
6.12244897959184,113.9,6.97376411824017,14.3,4.2,93.5804,4.386708086228,24,5480,6860,12100,19736,27061,832,741,101,23,344147,48595,6108,49082,10623,466,0,175683,71237,10,2,320915,247646,43370,1473,4128,153,946,3909,19290,259166,44077,1691,4161,181,7079,4560,320915,49616,35182,38603,24440,320915,301625,126277,46797,4315061536.37695,365793.66323408,392
1.15504220346513,1881.35,21.7304092003209,19.7,2.9,69.1252,2.70062519216972,26,1938,1615,2599,3448,4811,930,818,125,29,119648,22262,1628,41912,58542,1581,0,855674,14411,13,0,120899,53755,11591,392,6494,96,88,2578,45905,94415,11905,647,6506,115,3085,4226,120899,28395,16194,18388,6152,120899,74994,43511,8259,3602658223.125,240083.951533404,2251
0,0,0,21.6,4,59.1783,0,0,0,0,0,0,0,0,0,0,0,2139,452,34,35881,0,0,0,855674,0,0,0,2123,1319,14,12,0,0,0,50,728,1727,15,25,0,0,198,158,2123,283,124,298,237,2123,1395,854,327,3183078912.52734,238450.362012352,0
4.89795918367347,1098.65,53.8116591928251,20.7,6.7,100.2062,7.07327843728083,12,353,340,773,983,1332,15,15,3,1,22300,4562,596,48120,38497,2723,0,347647,3781,0,0,22714,14908,6783,83,39,0,0,242,659,15439,6807,83,39,0,92,254,22714,4177,2998,2684,1466,22714,22055,9074,2315,1260549174.96289,179626.827700656,245
0,183.73,0,17.4,4.4,90.5549,1.65844491425887,0,397,472,476,935,1247,71,52,4,2,20138,3435,343,47420,21285,353,0,409630,3527,2,0,19601,17312,266,0,158,15,0,276,1574,18447,293,0,186,15,384,276,19601,3433,2210,2372,1345,19601,18027,8059,2182,1303662423.70313,211644.181708736,37
0,131.67,0,14,2.6,79.5308,0,0,0,0,0,0,0,0,0,0,0,3038,417,45,47499,0,0,0,90421,0,0,0,3042,2933,0,1,19,1,0,22,66,2980,0,1,19,1,19,22,3042,515,296,244,398,3042,2976,1192,397,2617850788.89844,205074.975322329,4
6.45161290322581,105.36,6.79740339190429,26.1,5.5,68.608,0,2,0,0,0,0,0,0,0,0,0,29423,7462,666,37331,0,0,0,165521,0,0,0,30428,24573,2961,110,131,0,20,648,1985,25614,2961,121,131,4,917,680,30428,6520,3839,3278,2491,30428,28443,11331,2969,2184543932.63672,329339.418231216,31
0,186.91,0,9.1,3.9,102.5378,1.62790697674419,0,1702,1826,2457,3815,4918,236,200,16,6,98976,8839,1847,63839,860,14,0,21502,14718,2,0,97692,77066,2267,644,1083,110,44,2340,14138,86891,2411,707,1090,202,2879,3512,97692,19178,12740,14659,5985,97692,83554,36397,8733,12349195541.6758,467276.994237187,185
2.81747652102899,123.31,3.47423452291459,17.2,3.3,89.4082,2.70062519216972,69,26143,27495,37600,55773,76794,5873,6451,659,124,1986049,334215,31319,54210,58542,1581,0,855674,223805,0,0,1925865,539435,136411,2863,52513,1589,2655,34894,1155505,1535359,146703,13229,54366,2058,112433,61717,1925865,416664,285031,305358,91238,1925865,770360,695007,132567,4304535278.66797,320411.702120687,2449
0,207.45,0,8.9,3.6,93.8471,0,0,0,0,0,0,0,0,0,0,0,38082,3019,541,68133,0,0,0,277491,0,8,0,37894,20903,11599,234,650,147,114,1268,2979,22185,12204,234,675,147,705,1744,37894,6796,4788,5994,1853,37894,34915,15398,3065,1092925464.87891,207203.777990074,79
0,100.23,0,15.9,7,72.7419,9.59214501510574,0,533,701,973,1347,1654,88,88,15,2,20952,3289,570,41201,55608,5334,0,494252,5208,1,0,20928,19830,77,214,131,0,0,233,443,20208,77,226,131,0,43,243,20928,3124,2134,1964,2207,20928,20485,8498,3001,2910466142.21094,215782.797116199,21
2.54237288135593,132.26,3.36256900271808,9.5,3.6,111.3534,3.38738160218334,6,2428,3167,4703,6590,9361,514,410,36,14,178435,16746,3143,60044,24916,844,0,364156,26249,3,0,172525,131544,20869,288,4026,32,218,2679,12869,140774,21229,504,4046,123,2497,3352,172525,32753,21741,20042,10298,172525,159656,71740,15951,2357630549.36328,239638.228645205,236
